event_no,event_name,pre_event,reaction_type,player,date,location,cause,proposal,key_topic,time_show,x_desktop,y_desktop,x_mobile,y_mobile,hashtag,tag
b78,"Flash Mob ""ถ้าไม่สู้ก็อยู่อย่างทาส"" ของ ""คณะประชาชนปลดแอก""",b74,2,2,08-08-2563,"Sky Walk หน้า MBK Center
กรุงเทพมหานคร","- ต่อต้านการใช้กฎหมายเป็นเครื่องมือของ (รัฐบาล) เผด็จการในการคุกคามประชาชน 

- เพื่อทวงคืนความยุติธรรมให้กับประชาชน หลังทนายอานนท์ นำภา และ ไมค์ ภานุพงศ์ จาดนอก ถูกตำรวจจับและตั้ง 8 ข้อหาในการชุมนุมของกลุ่มเยาวชนปลดแอกเมื่อวันที่ 18 ก.ค. 2563

- ตอบโต้ท่าทีของรัฐบาลที่ยังคงเพิกเฉยต่อข้อเรียกร้อง และยังคงเดินหน้าคุกคามประชาชน ","1. หยุดคุกคามประชาชน

2. ปล่อยเพื่อนเรา",1,,,,,,,
b79,การชุมนุมคัดค้านการจับกุมตัวอานนท์และภานุพงษ์,b74,2,2,08-08-2563,"ศาลอาญา รัชดา 
กรุงเทพมหานคร",คัดค้านการจับกุมตัวอานนท์และภานุพงษ์รวมถึงมาให้กำลังใจทั้งสองคน,"1. หยุดคุกคามประชาชน

2. ปล่อยเพื่อนเรา",1,,,,,,,
b80,กิจกรรม #แม่กลองต้องขยับ โดยกลุ่มสมุทรสงครามปลดแอก,b1,1,2,08-08-2563,"บริเวณหน้าธนาคารออมสิน สาขาใหญ่ ตรงข้ามสวนสุขภาพ ศาลากลาง 
จ.สมุทรสงคราม",ขับไล่เผด็จการ พร้อมสนับสนุน 3 ข้อเรียกร้องของคณะประชาชนปลดแอก,"1. หยุดคุกคามประชาชน

2. ร่างรัฐธรรมนูญใหม่

3. ยุบสภา","1,2,3",,,,,,,
b81,กิจกรรม “ยโสธรบ่ออนซอนเผด็จการ” โดยกลุ่ม “ให้มันจบที่รุ่นเรายโสธร” และ “กลุ่มประชาชนปลดแอกยโสธร”,b1,1,2,08-08-2563,"ลานข้างบริเวณห้องประชุม OTOP ในสวนสาธารณะพญาแถน 
จังหวัดยโสธร",เรียกร้องให้รัฐหยุดคุกคามประชาชน ยุบสภา ร่างใหม่รัฐธรรมนูญ ปล่อยตัวนักกิจกรรมทางการ และหยุดการพัฒนาที่ทำลายวิถีชีวิตชุมชน,"1. หยุดคุกคามประชาชน

2. ร่างรัฐธรรมนูญใหม่

3. ยุบสภา","1,2,3",,,,,,,
b82,กิจกรรม #เมืองภูเขาไฟไม่รับใช้เผด็จการ โดยกลุ่มเยาวชนบุรีรัมย์ปลดแอก,b73,1,1,08-08-2563,"แยกสะพานยาว สวนรมย์บุรี 
จ.บุรีรัมย์",ปราศรัยเน้นเรื่องระบบการศึกษาและปัญหาที่เกิดขึ้นในรั้วโรงเรียน การเมืองท้องถิ่น นักกิจกรรมถูกดำเนินคดีอย่างไม่มีความชอบธรรม รวมไปถึงเรื่องการวิจารณ์การทำหน้าที่ของรัฐบาลภายใต้การนำของ พล.อ. ประยุทธ์ จันทร์โอชา นายกรัฐมนตรี ,-,"1,2",,,,,,,
b83,กิจกรรมแฟลชม็อบ “สารคามเผด็จการบ่ต้อง” โดยกลุ่มเครือข่ายประชาธิปไตยมหาสารคาม (คปมค.),b1,1,2,09-08-2563,"ศาลหลักเมือง ต.ตลาด อ.เมือง 
จ.มหาสารคาม",เพื่อขับไล่รัฐบาลเผด็จการ และปราศรัยถึงความล้มเหลวของรัฐบาลในการบริหารประเทศ พร้อมกับเขียนป้ายแสดงออกถึงความในใจ ที่จะให้รัฐบาลเผด็จการออกไป เรียกร้องให้รัฐบาลลาออก มีการเลือกตั้งใหม่ และแก้ไขรัฐธรรมนูญปี 2560 ,"1. เรียกร้องให้รัฐบาลยุบสภา 

2. ให้เจ้าหน้าที่รัฐหยุดคุกคามประชาชนในรูปแบบต่าง ๆ 

3. ให้ร่างรัฐธรรมนูญฉบับใหม่","1,2,3",,,,,,,
b84,นักเรียน นักศึกษา ประชาชน ร่วมชุมนุม,b1,1,2,09-08-2563,"ประตูท่าแพ
จังหวัดเชียงใหม่",เพื่อเรียกร้องให้มีการร่างรัฐธรรมนูญใหม่ ยุบสภา และหยุดคุกคามประชาชน,"1. ร่างรัฐธรรมนูญใหม่

2. ยุบสภา

3. หยุดคุกคามประชาชน","1,2,3",,,,,,,
b85,กิจกรรม #พิษณุโลกคนกล้าไม่ก้มหัวให้เผด็จการ,b1,1,2,09-08-2563,"ริมตลิ่งแม่น้ำน่าน หน้าวัดพระศรีรัตนมหาธาตุฯ
จ.พิษณุโลก",เพื่อแสดงจุดยืนต่อต้านเผด็จการ,"1. แก้รัฐธรรมนูญ 

2. ยุบสภา 

3 .หยุดคุกคามประชาชน ","1,2,3",,,,,,,
b86,กิจกรรม #สะเร็นไม่สลิ่ม โดยกลุ่มเยาวชนสุรินทร์เพื่อประชาธิปไตย และกลุ่มนักเรียน นักศึกษา จากโรงเรียน สถาบันการศึกษาต่างๆ,b1,1,1,10-08-2563,"สวนเฉลิมพระเกียรติ 80 พรรษา 
จ.สุรินทร์",เพื่อเคลื่อนไหวต่อต้านรัฐบาล พล.อ.ประยุทธ์ จันทร์โอชา และแสดงความสนับสนุนข้อเรียกร้อง 3 ข้อที่กลุ่มเยาวชนปลดแอกและสหภาพนักเรียน นิสิต นักศึกษาแห่งประเทศไทย (สนท.) ประกาศในการชุมนุมใหญ่ที่อนุสาวรีย์ประชาธิปไตยเมื่อวันที่ 18 กรกฎาคม 2563 ได้แก่ ยุบสภา แก้ไขรัฐธรรมนูญให้เป็นประชาธิปไตย และการยุติการคุกคามประชาชน ,"1. เรียกร้องให้รัฐบาลยุบสภา 

2. ให้เจ้าหน้าที่รัฐหยุดคุกคามประชาชนในรูปแบบต่าง ๆ 

3. ให้ร่างรัฐธรรมนูญฉบับใหม่","1,2,3",,,,,,,
b87,กิจกรรมชูกระดาษเปล่า ของกลุ่มนักเรียนโรงเรียนสตรีศึกษา จังหวัดร้อยเอ็ด,b1,1,1,10-08-2563,"โรงเรียนสตรีศึกษา 
จังหวัดร้อยเอ็ด",เพื่อแสดงจุดยืนต่อต้านเผด็จการ,-,"1,2",,,,,,,
b88,การชุมนุม “กาฬสินธุ์สิบ่ทน” โดยกลุ่มกาฬสินธุ์สิบ่ทน,b1,1,1,11-08-2563,"สวนสาธารณะกุดน้ำกิน 
จ.กาฬสินธุ์",เพื่อเรียกร้องให้รัฐบาลหยุดคุกคามประชาชน ยุบสภา และแก้ไขรัฐธรรมนูญ,"1. หยุดคุกคามประชาชน

2. ร่างรัฐธรรมนูญใหม่

3. ยุบสภา","1,2,3",,,,,,,
b89,กิจกรรมออกเรือ “ไล่ทรราช” โดยภาคีกลุ่มนักศึกษา,b1,1,1,11-08-2563,"สนามหญ้าหน้าตึก 24 (ตึกเรือใบ) ม.หอการค้าไทย
กรุงเทพมหานคร",แสดงความเห็นเรื่องสิทธิเสรีภาพของประชาชน และการใช้กฎหมายของรัฐที่มีการคุกคามประชาชนที่ออกมาแสดงความเห็นทางการเมือง ตลอดจนวิพากษ์วิจารณ์การทำงานของรัฐบาล รวมถึงเสนอข้อเรียกร้องไปยังรัฐบาล,"1. แก้ไขรัฐธรรมนูญในประเด็นหัวข้อการได้มาซึ่งนายกรัฐมนตรีจากคนนอก พร้อมเรียกร้องให้นายกรัฐมนตรีต้องมาจากการเลือกตั้งและเป็นสส.เท่านั้น

2. ยกเลิกแผนยุทธศาสตร์ชาติ 20 ปี

3. ยกเลิกแผนปฎิรูปประเทศ

4. ยกเลิกการปกครองส่วนท้องถิ่นพิเศษ 

5. ยกเลิก มาตรา 279 ที่ว่าด้วยการลบล้างผลพวงการรัฐประหาร หรือบรรดาอำนาจและการกระทำของคณะรัฐประหารที่ถูกรับรองว่าถูกต้อง","1,2,3",,,,,,,
b90,กลุ่มมศว. คนรุ่นเปลี่ยนนัดจัดกิจกรรม,b73,1,1,13-08-2563,"ลานเทาแดง มหาวิทยาลัยศรีนครินทร์วิโรฒ ประสานมิตร 
กรุงเทพมหานคร","เพื่อเรียกร้องให้แก้ไขรัฐธรรมนูญ, ยุบสภาและ หยุดคุกคามประชาชน โดยระหว่างการดำเนินการต้องไม่มีการรัฐประหารและรัฐบาลแห่งชาติ","3 ข้อเรียกร้อง คือ 

1. แก้ไขรัฐธรรมนูญ

2. ยุบสภา

3. หยุดคุกคามประชาชน 

และ 2 จุดยืน คือ 

1. ไม่มีการรัฐประหาร

2. ไม่เอารัฐบาลแห่งชาติ","1,2,3",,,,,,,
b91,กิจกรรม #ขีดเส้นตายไล่รัฐบาลเผด็จการ #รามคำแหงจะไม่ทน โดยเครือข่ายรามคำแหงเพื่อประชาธิปไตย,b1,1,1,14-08-2563,"ลานพ่อขุน มหาวิทยาลัยรามคำแหง
กรุงเทพมหานคร",ขับไล่รัฐบาล,-,"1,2",,,,,,,
b92,นักเรียนเตรียมอุดมฯ จัดกิจกรรม ชูกระดาษขาวหน้าเสาธง,b2,1,1,14-08-2563,"โรงเรียนเตรียมอุดมศึกษา
กรุงเทพมหานคร",ขับไล่รัฐบาล,-,"1,2",,,,,,,
b93,กิจกรรม เบื่อแล้วเฟรชชี่ปีนี้ขอม็อบ,b3,1,1,14-08-2563,"ลาน 2 รัชกาล จุฬาลงกรณ์มหาวิทยาลัย
กรุงเทพมหานคร",ขับไล่รัฐบาล,-,"1,2",,,,,,,
b94,นายพริษฐ์ ชิวารักษ์ หรือ “เพนกวิน” นักศึกษาจากคณะรัฐศาสตร์ มหาวิทยาลัยธรรมศาสตร์ ถูกเจ้าหน้าที่ตำรวจจับกุมตามหมายจับในคดีชุมนุมของกลุ่มเยาวชนปลดแอก,b4,2,4,14-08-2563,บริเวณย่านเมืองทองธานี จังหวัดนนทบุรี,-,-,6,,,,,,,
b95,การชุมนุมให้กำลังใจพริษฐ์ที่สน.สำราญราษฎร์,b94,2,2,14-08-2563,"สน.สำราญราษฎร์ 
กรุงเทพมหานคร",เพื่อให้กำลังใจพริษฐ์ ชิวารักษ์ นักกิจกรรมที่ถูกจับกุมในคดียุยงปลุกปั่นจากการเข้าร่วมชุมนุมเยาวชนปลดแอก,"1. หยุดคุกคามประชาชน

2. ปล่อยเพื่อนเรา",1,,,,,,,
b96,กิจกรรม Flash Mob ภายใต้สโลแกน “เมื่อเขาอยากให้เราเงียบ เราก็จะเงียบ #พะยูนปลดแอก #ให้มันจบที่รุ่นเรา”  โดยกลุ่ม Trang Against Dictatorship (TAD),b73,1,2,15-08-2563,"สวนทับเที่ยง อ.เมือง 
จ.ตรัง ",ร่วมกันใส่เสื้อดำเพื่อแสดงพลังแห่งประชาธิปไตย ,"ข้อเรียกร้องของกลุ่มมี 3 ข้อ คือ 

1.หยุดคุกคามประชาชนที่ออกมาใช้สิทธิเสรีภาพทางประชาธิปไตย 

2.หากจำเป็นต้องเขียนรัฐธรรมนูญใหม่ ต้องมาจากเจตจำนงของประชาชนและเพื่อประชาชนอย่างแท้จริง 

3.รัฐบาลต้องประกาศยุบสภาเพื่อเป็นการเปิดทางให้กับประชาชนแสดงเจตจำนง ได้อย่างมีสิทธิเสรีภาพอย่างถูกต้องตามกฎหมาย
 
โดยต้องไม่มีการรัฐประหารซ้ำและต้องไม่มีการตั้งรัฐบาลแห่งชาติ","1,2,3",,,,,,,
b97,"การจัดชุมนุม ""ขีดเส้นตายไล่เผด็จการ"" ของคณะประชาชนปลดแอก",b73,1,2,16-08-2563,"อนุสาวรีย์ประชาธิปไตย
และบนถนนราชดำเนินกลางตั้งแต่อนุสาวรีย์ฯ ถึงแยกคอกวัว
กรุงเทพมหานคร",ยกระดับสืบเนื่องจากการชุมนุมของกลุ่มเยาวชนปลดแอก เมื่อวันที่ 18 ก.ค. 2563,"ข้อเรียกร้อง 3 ข้อ

1. ""หยุดคุกคามประชาชน""

2. ""ร่างรัฐธรรมนูญใหม่"" 

3. ""ยุบสภา""

บนหลักของ 2 จุดยืน

1. ต้องไม่มีการทำรัฐประหาร

2. ต้องไม่มีการจัดตั้งรัฐบาลแห่งชาติ

และอีก 1 ความฝัน 

""ระบอบประชาธิปไตยที่มีพระมหากษัตริย์อยู่ภายใต้รัฐธรรมนูญ""","1,2,3,4",,53,83,53,83,,
b98,กิจกรรม #ชาวอุบลไม่ทนเฉย,b73,1,2,16-08-2563,"ศาลหลักเมือง จังหวัดอุบลราชธานี 
จ.อุบลราชธานี","- เรียกร้องแก้ไขรัฐธรรมนูญ ขับไล่รัฐบาล หรือบุคคลในรัฐบาล
 
- มาให้กำลังใจคณะประชาชนปลดแอกที่จัดการชุมนุมในวันเดียวกัน 

- สนับสนุน 3 ข้อเรียกร้อง 2 จุดยืน 1 ความฝันของคณะประชาชนปลดแอก",-,"1,2,3,4",,,,,,,
b99,กิจกรรม #เลิกเรียนไปกระทรวง ของกลุ่มนักเรียนเลว ,b97,1,1,19-08-2563,"หน้ากระทรวงศึกษาธิการ
กรุงเทพมหานคร","- ผูกโบขาวให้กระทรวงฯ ชูสามนิ้วร้องเพลงชาติ และมาเป่านกหวีดไล่ รมว.ศึกษาธิการ 

- เพื่อเรียกร้องให้แก้ไขรัฐธรรมนูญ ยุบสภา และหยุดคุกคามประชาชน","1. แก้ไขรัฐธรรมนูญ 

2. ยุบสภา 

3 .หยุดคุกคามประชาชน","1,2,3",,55,85,55,85,,
b100,กิจกรรม #ลาดกระบังชังเผด็จการ,b97,1,1,19-08-2563,"สถานีคนเดิน สถาบันเทคโนโลยีพระจอมเกล้าลาดกระบัง
กรุงเทพมหานคร","เพื่อเรียกร้องให้แก้ไขรัฐธรรมนูญ, ยุบสภาและหยุดคุกคามประชาชน และแสดงจุดยืนว่า ระหว่างดำเนินการตามข้อเรียกร้องต้องไม่รัฐประหารและไม่มีรัฐบาลแห่งชาติ","ข้อเรียกร้อง 3 ข้อ

1. หยุดคุกคามประชาชน

2. ร่างรัฐธรรมนูญใหม่ 

3. ยุบสภา

บนหลักของ 2 จุดยืน

1. ต้องไม่มีการทำรัฐประหาร

2. ต้องไม่มีการจัดตั้งรัฐบาลแห่งชาติ","1,2,3",,,,,,,
b101,"แถลงข่าวเปิดตัวกลุ่ม ""ไทยภักดี"" โดยนพ. วรงค์ เดชกิจวิกรม หฤทัย ม่วงบุญศรี และผู้ร่วมก่อตั้งกลุ่มไทยภักดีคนอื่น ๆ",b97,2,2,19-08-2563,"โรงแรมยู สาธร 
กรุงเทพมหานคร","เพื่อจัดตั้งองค์กรกลางในการรวบรวมประชาชนผู้ภักดีต่อชาติ ศาสนา และพระมหากษัตริย์ ประกาศภารกิจสำคัญคือการปกป้องสถาบันพระมหากษัตริย์ที่ ""ถูกรังแกจากผู้ไม่หวังดี"" พร้อมย้ำจุดยืน 6 ข้อ ได้แก่

1.ปกป้องสถาบันชาติ ศาสนา และพระมหากษัตริย์ ร่วมกับวัฒนธรรม วีถีไทย ที่มีรากเหง้า มากว่า 800 ปี

2.กลุ่มไทยภักดี ยึดมั่นการปกครองในระบอบประชาธิปไตยที่มีพระมหากษัตริย์ทรงเป็นพระประมุข เป็นรูปแบบที่สอดคล้องกับสังคมไทย ต่อต้านการปกครองระบอบประธานาธิบดี ต่อต้านระบบสมาพันธรัฐ การแบ่งแยกประเทศ แต่ไม่ปฏิเสธการกระจายอำนาจ ไปยังองค์การปกครองส่วนท้องถิ่น

3.ยืนยันพัฒนาประเทศบนพื้นฐานหลักวิถีไทย และสืบสานความเป็นไทย

4.กลุ่มไทยภักดี เชื่อว่า กลุ่มทุนผูกขาด เป็นปัญหาสำคัญต่อความกินดีอยู่ดีของประชาชน

5.สนับสนุนการเข้าถึงเทคโนโลยีทันสมัย ของคนทุกกลุ่มรวมทั้งเกษตรกร เพื่อสนับสนุนการประกอบอาชีพ

6.ไม่ปฏิเสธการลงทุนจากต่างชาติ ไม่ปฏิเสธทุนใหญ่ แต่ต้องวางรากฐานชาติด้วยการพึ่งพาตนเอง โดยใช้หลักการเศรษฐกิจพอเพียง เพราะอดีตที่ผ่านมาได้พิสูจน์แล้วว่า ไม่ว่าจะเกิดวิกฤติเศรษฐกิจอย่างไร ประเทศไทยก็อยู่รอดได้ บนหลักเศรษฐกิจพอเพียง","1. ต้องไม่ยุบสภา เพราะวิกฤตโควิด-19 ทำให้มีความจำเป็นต้องมีความต่อเนื่องของรัฐบาลและนโยบาย

2. ให้ดำเนินคดีโดยเด็ดขาดกับแกนนำผู้ชุมนุม ผู้ปราศรัย กลุ่มอาจารย์ และนักการเมืองที่สนับสนุนการล้มล้างสถาบันฯ

3. ต้องไม่แก้รัฐธรรมนูญ 2560 โดยปราศจากฉันทามติของประชาชนที่ลงประชามติไปแล้ว",5,,,,,,,
b102,โคราชจะไม่ทน ep2,b23,1,1,20-08-2563,"อนุสาวรีย์ท้าวสุรนารี 
จ.นครราชสีมา",ขับไล่รัฐบาล,-,"1,2",,,,,,,
b103,"กิจกรรมเชิงสัญลักษณ์ขับไล่รัฐบาล “จัดม็อบไล่ แม่งเลย"" โดยกลุ่มขอนแก่นพอกันที ตัวแทนพรรคสามัญชน ขบวนการอีสานใหม่ กลุ่มผู้หญิงปลดแอก และนักเรียนนักศึกษา",b97,1,2,20-08-2563,"บริเวณอนุสาวรีย์ประชาธิปไตยขอนแก่น 
จ.ขอนแก่น",เรียกร้องให้รัฐบาลยุบสภา ให้เจ้าหน้าที่รัฐหยุดคุกคามประชาชน และเรียกร้องร่างรัฐธรรมนูญฉบับใหม่,"1. เรียกร้องให้รัฐบาลยุบสภา 

2. ให้เจ้าหน้าที่รัฐหยุดคุกคามประชาชนในรูปแบบต่าง ๆ 

3. ให้ร่างรัฐธรรมนูญฉบับใหม่","1,2,3",,,,,,,
b104,"นักเรียนมัธยมศึกษาโรงเรียนสวนกุหลาบวิทยาลัย 
จังหวัดนนทบุรี แสดงออกเชิงสัญลักษณ์",b99,1,1,20-08-2563,"โรงเรียนสวนกุหลาบวิทยาลัย 
จ.นนทบุรี","เพื่อแสดงออกเชิงสัญลักษณ์ ""ไม่เอารัฐบาลเผด็จการ""",-,"1,2",,,,,,,
b105,กิจกรรม #ปักหลักต้านเผด็จการ โดยสมัชชาแรงงาน,b97,1,2,21-08-2563,"สภาองค์การลูกจ้างแรงงานยานยนต์แห่งประเทศไทย 
จ.สมุทรปราการ","- เพื่อเรียกร้องให้หยุดคุกคามประชาชนทุกรูปแบบทั้งทางตรงและทางอ้อม แก้ไขรัฐธรรมนูญและยกเลิก สว. (พร้อมให้มีหลักประกันเสรีภาพ เสมอภาค และคุณภาพชีวิต) ยุบสภาเลือกตั้งใหม่ คืนอำนาจให้ประชาชนและเดินหน้าสู่รัฐสวัสดิการถ้วนหน้าครบวงจร

- เพื่อแสดงจุดยืนสนับสนุนคณะประชาชนปลดแอก ","ข้อเรียกร้อง 4 ข้อ คือ 

1. หยุดคุกคามประชาชนทุกรูปแบบทั้งทางตรงและทางอ้อม

2. แก้ไขรัฐธรรมนูญและยกเลิก สว. (พร้อมให้มีหลักประกันเสรีภาพ เสมอภาค และคุณภาพชีวิต)

3. ยุบสภาเลือกตั้งใหม่ คืนอำนาจให้ประชาชน

4. เดินหน้าสู่รัฐสวัสดิการถ้วนหน้าครบวงจร
","1,2,3",,,,,,,
b106,กิจกรรม #อยุธยาจะไม่ทนอีกต่อไป ,b97,1,2,21-08-2563,"ศาลากลางจังหวัดพระนครศรีอยุธยาหลังเก่า 
จ.พระนครศรีอยุธยา",เพื่อแสดงจุดยืนเห็นด้วยตามข้อเรียกสามข้อและสองจุดยืนตามคณะประชาชนปลดแอก,"ข้อเรียกร้อง 3 ข้อ

1. หยุดคุกคามประชาชน

2. ร่างรัฐธรรมนูญใหม่ 

3. ยุบสภา

บนหลักของ 2 จุดยืน

1.ต้องไม่มีการทำรัฐประหาร

2.ต้องไม่มีการจัดตั้งรัฐบาลแห่งชาติ","1,2,3",,,,,,,
b107,นักเรียนมัธยมฯ กำแพงเพชร ชูกระดาษขาว,b97,1,1,21-08-2563,"โรงเรียนสองแห่งในจังหวัดกำแพงเพชร 
จ.กำแพงเพชร",เพื่อต่อต้านเผด็จการและแสดงจุดยืนสนับสนุนข้อเรียกร้องของคณะประชาชนปลดแอก,-,"1,2,3",,,,,,,
b108,กิจกรรม ชู 3 นิ้วไล่เผด็จการ โดยกลุ่ม มศว. คนรุ่นเปลี่ยน,b97,1,1,22-08-2563,"สกายวอล์ก สี่แยกปทุมวัน
กรุงเทพมหานคร",ทำกิจกรรมชู 3 นิ้วไล่เผด็จการเพื่อแสดงจุดยืนว่า เจ้าหน้าที่รัฐต้องหยุดคุกคามประชาชน นักเรียน นิสิต นักศึกษา และเพื่อยืนหยัดถึงสามข้อเรียกร้องของคณะประชาชนปลดแอก,"ข้อเรียกร้อง 3 ข้อ

1. ""หยุดคุกคามประชาชน""

2. ""ร่างรัฐธรรมนูญใหม่"" 

3. ""ยุบสภา""","1,2,3",,,,,,,
b109,กิจกรรม #อีสานปลดแอกปลาแดกจงเจริญ โดยเครือข่ายอีสานปลดแอกปลาแดกจงเจริญ,b97,1,2,22-08-2563,"อนุสาวรีย์ประชาธิปไตยขอนแก่น
จ.ขอนแก่น",เรียกร้องแก้ไขรัฐธรรมนูญ และยุบสภาคืนอำนาจให้ประชาชน,-,"1,2,3",,,,,,,
b110,การจัดชุมนุมชาวอุบลไม่ทนเฉย โดยกลุ่มคณะอุบลปลดแอก,b97,1,2,22-08-2563,"บริเวณศาลหลักเมือง อ.เมือง 
จ.อุบลราชธานี",เพื่อสนับสนุนข้อเรียกร้องให้ พลเอกประยุทธ์จันทร์โอชา นายกรัฐมนตรี ประกาศยุบสภา ยกเลิก สว.และให้มีการร่างรัฐธรรมนูญฉบับใหม่,"1. พลเอกประยุทธ์จันทร์โอชา นายกรัฐมนตรี ประกาศยุบสภา

2. ยกเลิก สว. 

3. ให้มีการร่างรัฐธรรมนูญฉบับใหม่","1,2,3",,,,,,,
b111,กิจกรรม #เพราะทุกคนคือแกนนำ โดยกลุ่มนิสิตมหาวิทยาลัยเกษตรศาสตร์ ภาคีนักศึกษามหาวิทยาลัยกรุงเทพ กลุ่มประชาคมศิลปากรเพื่อประชาธิปไตย (SCFD) และ พะยอมเก๋า,b97,1,1,23-08-2563,"ลานคนเมือง 
กรุงเทพมหานคร","จุดประสงค์ของการจัดงานเพราะทุกคนคือแกนนํา
 
1. ผลักดันเสรีภาพในการแสดงออกและการแสดงความคิดเห็นและสิทธิมนุษยชนทุกข้อ

2. ยืนยันข้อเรียกร้องด้านความเป็นธรรมในกระบวนการยุติธรรม

3. เพื่อกระตุ้นเตือนทางสังคมและรณรงค์เพื่อความเป็นธรรม

ย้ำว่า ประชาชนต้องมีเสรีภาพในการแสดงออก และเสนอว่า เราทุกคนเป็นแกนนำได้เพราะเราทุกคนร่วมเป็นกระบอกเสียงในการต่อสู้ได","ให้รัฐบาล ""หยุดคุกคามประชาชน"" ที่ออกมาใช้สิทธิและเสรีภาพตามหลักการประชาธิปไตย  ",1,,,,,,,
b112,กิจกรรม #มอชอของัดเผด็จการ โดยประชาคมมอชอ,b97,1,1,24-08-2563,"ศาลาอ่างแก้ว มหาวิทยาลัยเชียงใหม่
จ.เชียงใหม่",สนับสนุนข้อเรียกร้องของคณะประชาชนปลดแอก,"ข้อเรียกร้อง 3 ข้อ

1. ""หยุดคุกคามประชาชน""

2. ""ร่างรัฐธรรมนูญใหม่"" 

3. ""ยุบสภา""

บนหลักของ 2 จุดยืน

1.ต้องไม่มีการทำรัฐประหาร

2.ต้องไม่มีการจัดตั้งรัฐบาลแห่งชาติ

และอีก 1 ความฝัน 

""ระบอบประชาธิปไตยที่มีพระมหากษัตริย์อยู่ภายใต้รัฐธรรมนูญ""","1,2,3,4",,,,,,,
b113,กลุ่มดาวดินสามัญชนนัดรวมตัวผู้ถูกกล่าวหาคดีชุมนุมของเยาวชนปลดแอกและผู้มาให้กำลังใจเดินเท้าไปรับทราบข้อกล่าวหา,b1,1,2,28-08-2563,"อนุสรณ์สถาน 14 ตุลา -> สถานีตำรวจนครบาลสำราญราษฎร์
กรุงเทพมหานคร",เพื่อร่วมกันเดินไปรับทราบข้อกล่าวหาในคดีเยาวชนปลดแอก,"""หยุดคุกคามประชาชน""",1,,,,,,,
b114,กิจกรรม #สมุทรปราการดีดนิ้วไล่เผด็จการ,b97,1,2,30-08-2563,"หอชมเมืองสมุทรปราการ 
จ.สมุทรปราการ",เพื่อแสดงความเห็นด้วยในข้อเรียกร้องและจุดยืนตามคณะประชาชนปลดแอก และความฝันที่จะปฏิรูปสถาบันฯ,"ข้อเรียกร้อง 3 ข้อ

1. ""หยุดคุกคามประชาชน""

2. ""ร่างรัฐธรรมนูญใหม่""

3. ""ยุบสภา""

บนหลักของ 2 จุดยืน

1.ต้องไม่มีการทำรัฐประหาร

2.ต้องไม่มีการจัดตั้งรัฐบาลแห่งชาติ

และอีก 1 ความฝัน 

""ระบอบประชาธิปไตยที่มีพระมหากษัตริย์อยู่ภายใต้รัฐธรรมนูญ""","1,2,3,4",,,,,,,
b115,กิจกรรม  #คนใต้แต่ไม่อยู่ใต้ตีนเผด็จการ ,b97,1,1,30-08-2563,"บริเวณลานบิซมอลล์ 
มหาวิทยาลัยสงขลานครินทร์
จ.สงขลา",สนับสนุนข้อเรียกร้องของคณะประชาชนปลดแอก,"""ข้อเรียกร้อง 3 ข้อ

1. ""หยุดคุกคามประชาชน""

2. ""ร่างรัฐธรรมนูญใหม่""

3. ""ยุบสภา""","1,2,3",,,,,,,
b116,กิจกรรม #มอศอวอไม่เอาเผด็จการ โดยนิสิตในนาม ทีมมศว (ไม่มีจุด),b97,1,1,31-08-2563,"มหาวิทยาลัยศรีนครินทรวิโรฒ 
จ.นครนายก",เพื่อเรียกร้องตามคณะประชาชนปลดแอกและให้ยกเลิกโครงการเตาปฏิกรณ์นิวเคลียร์ อ.องครักษ์ จ.นครนายก,"""ข้อเรียกร้อง 3 ข้อ

1. ""หยุดคุกคามประชาชน""

2. ""ร่างรัฐธรรมนูญใหม่""

3. ""ยุบสภา""

และรัฐต้องยกเลิกโครงการเตาปฏิกรณ์นิวเคลียร์ อ.องครักษ์ จ.นครนายก","1,2,3",,,,,,,
b117,จุฑาทิพย์ แกนนำเยาวชนปลดแอก ถูกจับกุมกรณีจัดชุมนุม 18 ก.ค.,b1,2,4,01-09-2563,"บริเวณหน้าหอพักแถวบางขุนนนท์
กรุงเทพมหานคร",-,-,6,,,,,,,
b118,ประชาชนชุมนุมให้กำลังใจจุฑาทิพย์ที่ถูกจับกุมคดีเยาวชนปลดแอก,b117,2,2,01-09-2563,"ศาลอาญารัชดาฯ 
กรุงเทพมหานคร",เพื่อให้กำลังใจจุฑาทิพย์ที่ถูกหมายจับในคดีการชุมนุมของเยาวชนปลดแอกเมื่อวันที่ 18 กรกฎาคม 2563,"""หยุดคุกคามประชาชน""",1,,,,,,,
b119,กิจกรรม #รังสิตไม่ใช่ขี้ข้าเผด็จการ โดยกลุ่มรังสิตพะยอมเก๋า,b97,1,1,02-09-2563,"ลานหลังพระศรีฯ ตึก 6 มหาวิทยาลัยรังสิต 
จ.ปทุมธานี",สนับสนุนข้อเรียกร้องของคณะประชาชนปลดแอก,"""ข้อเรียกร้อง 3 ข้อ

1. ""หยุดคุกคามประชาชน""

2. ""ร่างรัฐธรรมนูญใหม่""

3. ""ยุบสภา""

และมีข้อเสนอเพิ่มเติมเกี่ยวกับสถาบันพระมหากษัตริย์","1,2,3,4",,,,,,,
